name,rating,price,transactions,id,alias,image_url,is_closed,url,review_count,categories,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
The Highlight Room Grill,3.5,$$,['delivery'],XT5o_SKmmpIGvwDKYZw5tg,the-highlight-room-grill-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/F57uMD8LbGj16UaZtCMd5g/o.jpg,False,https://www.yelp.com/biz/the-highlight-room-grill-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,439,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'acaibowls', 'title': 'Acai Bowls'}]",13233668007.0,(323) 366-8007,4354.163712,34.10016,-118.33014,6417 Selma Ave,,,Los Angeles,90028,US,CA,"['6417 Selma Ave', 'Los Angeles, CA 90028']"
Pigya,4.5,,['restaurant_reservation'],zIN25_41Avj-wmcv8KTx-A,pigya-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/8xtMd1Q8TIwMRohtRyNTWA/o.jpg,False,https://www.yelp.com/biz/pigya-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,266,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",12133222588.0,(213) 322-2588,1727.378819,34.057488,-118.303298,3400 W 8th St,,,Los Angeles,90005,US,CA,"['3400 W 8th St', 'Los Angeles, CA 90005']"
Seabirds Kitchen - Los Feliz,4.5,$$,"['delivery', 'pickup']",JZ7Co0icWfR_g6wZ454j8w,seabirds-kitchen-los-feliz-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/oicfr0TIQrRwb8cdNlrfLg/o.jpg,False,https://www.yelp.com/biz/seabirds-kitchen-los-feliz-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,192,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",13234076034.0,(323) 407-6034,6334.4616,34.11115,-118.28727,2138 Hillhurst Ave,,,Los Angeles,90027,US,CA,"['2138 Hillhurst Ave', 'Los Angeles, CA 90027']"
Perch,4.0,$$$,"['delivery', 'pickup']",K-Fbh2WCHlqR56H9TnfpNA,perch-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/CbKJ-NKAEWmRG-p6WNqn5A/o.jpg,False,https://www.yelp.com/biz/perch-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,10167,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",12138021770.0,(213) 802-1770,6597.051601,34.04897,-118.2514,448 S Hill St,,,Los Angeles,90013,US,CA,"['448 S Hill St', 'Los Angeles, CA 90013']"
Tu Madre - Los Feliz,4.5,,"['delivery', 'pickup']",WJzD72vgqjH7BHE0UF6N4g,tu-madre-los-feliz-los-angeles-3,https://s3-media4.fl.yelpcdn.com/bphoto/DFX8l_I5pw9KTXfqrOupyA/o.jpg,False,https://www.yelp.com/biz/tu-madre-los-feliz-los-angeles-3?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,176,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",13234269031.0,(323) 426-9031,5713.94872,34.10453973,-118.2871123,1824 Hillhurst Ave,,,Los Angeles,90027,US,CA,"['1824 Hillhurst Ave', 'Los Angeles, CA 90027']"
Juliana Los Angeles,4.5,,"['restaurant_reservation', 'delivery', 'pickup']",1GKQG1iVYYiatHFhV7GDpQ,juliana-los-angeles-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/A8Om57P5P8eCGDrvw3UtWw/o.jpg,False,https://www.yelp.com/biz/juliana-los-angeles-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,125,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",12135683035.0,(213) 568-3035,2066.725642,34.06338512,-118.2990018,3500 W 6th St,Ste 101,,Los Angeles,90020,US,CA,"['3500 W 6th St', 'Ste 101', 'Los Angeles, CA 90020']"
Rich Crab,4.5,$$$,"['delivery', 'pickup']",KDcTFp2P40ycRj12GKKcXg,rich-crab-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/pqHgMBEnKhmoj2GIszLcrQ/o.jpg,False,https://www.yelp.com/biz/rich-crab-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,185,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]",12132771626.0,(213) 277-1626,1553.149465,34.0691249,-118.3072344,4253 W 3rd St,,,Los Angeles,90020,US,CA,"['4253 W 3rd St', 'Los Angeles, CA 90020']"
Maccheroni Republic,4.5,$$,"['delivery', 'pickup']",gd6PYDx-leOM97a3MWoO1g,maccheroni-republic-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/zQyc9sFi34wqNturcqnePg/o.jpg,False,https://www.yelp.com/biz/maccheroni-republic-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,3980,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",12133469725.0,(213) 346-9725,6832.043062,34.05002828,-118.248528,332 S Broadway,,,Los Angeles,90013,US,CA,"['332 S Broadway', 'Los Angeles, CA 90013']"
LA Wangbal,4.5,,"['delivery', 'restaurant_reservation', 'pickup']",zuf7xUNAlfVWtymHMcS6cQ,la-wangbal-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/Pq_U7M7ZiKpS2QBRbphvTg/o.jpg,False,https://www.yelp.com/biz/la-wangbal-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,40,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'soup', 'title': 'Soup'}]",12133155064.0,(213) 315-5064,1565.281871,34.069315,-118.307092,4251 W 3rd St,,,Los Angeles,90020,US,CA,"['4251 W 3rd St', 'Los Angeles, CA 90020']"
Jemma Hollywood,4.5,,"['delivery', 'restaurant_reservation', 'pickup']",JhFb3lEHS8N6F3oMjJx1Iw,jemma-hollywood-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/iBoSUnwOtz9j8ZKezpXuKg/o.jpg,False,https://www.yelp.com/biz/jemma-hollywood-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,34,"[{'alias': 'italian', 'title': 'Italian'}]",13234509070.0,(323) 450-9070,4558.393686,34.10237501,-118.3273317,1717 Vine Street,,,Los Angeles,90028,US,CA,"['1717 Vine Street', 'Los Angeles, CA 90028']"
Juliana Los Angeles,4.5,,"['delivery', 'restaurant_reservation', 'pickup']",1GKQG1iVYYiatHFhV7GDpQ,juliana-los-angeles-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/A8Om57P5P8eCGDrvw3UtWw/o.jpg,False,https://www.yelp.com/biz/juliana-los-angeles-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,125,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",12135683035.0,(213) 568-3035,2066.725642,34.06338512,-118.2990018,3500 W 6th St,Ste 101,,Los Angeles,90020,US,CA,"['3500 W 6th St', 'Ste 101', 'Los Angeles, CA 90020']"
hibi.,5.0,$$$$,"['delivery', 'pickup']",sSV61EagITx8Nnp2oa9-Mw,hibi-los-angeles-6,https://s3-media2.fl.yelpcdn.com/bphoto/7Ki0AypaoY7r3yNrEFQWTg/o.jpg,False,https://www.yelp.com/biz/hibi-los-angeles-6?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,84,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}]",12136747244.0,(213) 674-7244,1873.229294,34.052923,-118.30396,3121 W Olympic Blvd,Ste 103,,Los Angeles,90006,US,CA,"['3121 W Olympic Blvd', 'Ste 103', 'Los Angeles, CA 90006']"
Chadolpoong,4.5,$$,['delivery'],vs8USEc1A480H8MnmFKs5A,chadolpoong-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/NowWsoRefVtEDEQlwp08Rg/o.jpg,False,https://www.yelp.com/biz/chadolpoong-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,549,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",12132632004.0,(213) 263-2004,2204.90478,34.06309,-118.29754,3470 W 6th St,Ste 3,,Los Angeles,90020,US,CA,"['3470 W 6th St', 'Ste 3', 'Los Angeles, CA 90020']"
Grandmaster Recorders,4.0,,[],JqAjeYMIRTkMpsvsZpqscw,grandmaster-recorders-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/e7oJSdBw_tq1pnWefiykSg/o.jpg,False,https://www.yelp.com/biz/grandmaster-recorders-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,288,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",13239637800.0,(323) 963-7800,4172.417399,34.09861755,-118.3291245,1518 N Cahuenga Blvd,,,Los Angeles,90028,US,CA,"['1518 N Cahuenga Blvd', 'Los Angeles, CA 90028']"
Superba Food + Bread,4.5,,"['delivery', 'pickup']",H57RMyO6BWWh-lJZAsZGVA,superba-food-bread-los-angeles-3,https://s3-media4.fl.yelpcdn.com/bphoto/B8XOBjp-Hwb9k0pPo4_rCw/o.jpg,False,https://www.yelp.com/biz/superba-food-bread-los-angeles-3?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,409,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",13233649844.0,(323) 364-9844,4148.911335,34.09761883,-118.3328153,6530 Sunset Blvd,,,Los Angeles,90028,US,CA,"['6530 Sunset Blvd', 'Los Angeles, CA 90028']"
Yup Dduk LA,4.5,$$,"['pickup', 'delivery']",DrToq9357afdpOyO5w0Y5w,yup-dduk-la-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/uG2FhJKRx05fmxwsFrcqjA/o.jpg,False,https://www.yelp.com/biz/yup-dduk-la-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,2427,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",12132632355.0,(213) 263-2355,1913.451989,34.064009,-118.3007621,3603 W 6th St,,,Los Angeles,90020,US,CA,"['3603 W 6th St', 'Los Angeles, CA 90020']"
Superba Food + Bread,4.5,,"['pickup', 'delivery']",H57RMyO6BWWh-lJZAsZGVA,superba-food-bread-los-angeles-3,https://s3-media4.fl.yelpcdn.com/bphoto/B8XOBjp-Hwb9k0pPo4_rCw/o.jpg,False,https://www.yelp.com/biz/superba-food-bread-los-angeles-3?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,409,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",13233649844.0,(323) 364-9844,4148.911335,34.09761883,-118.3328153,6530 Sunset Blvd,,,Los Angeles,90028,US,CA,"['6530 Sunset Blvd', 'Los Angeles, CA 90028']"
Bao Dim Sum House,4.0,$$,"['pickup', 'delivery']",kdTFcDSl9vAR-btEm1Q2uw,bao-dim-sum-house-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/Su6hAn4L13LnK_1aZ-dDqQ/o.jpg,False,https://www.yelp.com/biz/bao-dim-sum-house-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,3551,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",13236556556.0,(323) 655-6556,4738.489996,34.07577,-118.36982,8256 Beverly Blvd,,,Los Angeles,90048,US,CA,"['8256 Beverly Blvd', 'Los Angeles, CA 90048']"
Joseon,4.5,$$$$,[],DvektCSGOlP-WNR3fZ4YZA,joseon-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/N5LMlBk8TNRmrbfBwR75VQ/o.jpg,False,https://www.yelp.com/biz/joseon-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,14,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}]",,,5142.852267,34.09083207,-118.2779915,3709 Sunset Blvd,,,Los Angeles,90026,US,CA,"['3709 Sunset Blvd', 'Los Angeles, CA 90026']"
Pine & Crane,4.5,$$,['delivery'],ohosmz6FXVAeoW5nUkYwng,pine-and-crane-los-angeles-5,https://s3-media1.fl.yelpcdn.com/bphoto/qKvtgohRytPK8O8P-783Vg/o.jpg,False,https://www.yelp.com/biz/pine-and-crane-los-angeles-5?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,3050,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",13236681128.0,(323) 668-1128,5184.588452,34.09053959,-118.2771289,1521 Griffith Park Blvd,,,Los Angeles,90026,US,CA,"['1521 Griffith Park Blvd', 'Los Angeles, CA 90026']"
Joyce,4.5,,[],64BprBYS6h9yliVX_rXlxg,joyce-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/vbe6ANgDe_n14fhiXj6YqA/o.jpg,False,https://www.yelp.com/biz/joyce-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,103,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'seafood', 'title': 'Seafood'}]",12133950202.0,(213) 395-0202,6149.843388,34.04645516,-118.2571682,770 S Grand Ave,Ste A,,Los Angeles,90017,US,CA,"['770 S Grand Ave', 'Ste A', 'Los Angeles, CA 90017']"
Tu Madre - Los Feliz,4.5,,"['pickup', 'delivery']",WJzD72vgqjH7BHE0UF6N4g,tu-madre-los-feliz-los-angeles-3,https://s3-media4.fl.yelpcdn.com/bphoto/DFX8l_I5pw9KTXfqrOupyA/o.jpg,False,https://www.yelp.com/biz/tu-madre-los-feliz-los-angeles-3?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,176,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",13234269031.0,(323) 426-9031,5713.94872,34.10453973,-118.2871123,1824 Hillhurst Ave,,,Los Angeles,90027,US,CA,"['1824 Hillhurst Ave', 'Los Angeles, CA 90027']"
Juliana Los Angeles,4.5,,"['pickup', 'restaurant_reservation', 'delivery']",1GKQG1iVYYiatHFhV7GDpQ,juliana-los-angeles-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/A8Om57P5P8eCGDrvw3UtWw/o.jpg,False,https://www.yelp.com/biz/juliana-los-angeles-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,125,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",12135683035.0,(213) 568-3035,2066.725642,34.06338512,-118.2990018,3500 W 6th St,Ste 101,,Los Angeles,90020,US,CA,"['3500 W 6th St', 'Ste 101', 'Los Angeles, CA 90020']"
Rich Crab,4.5,$$$,"['pickup', 'delivery']",KDcTFp2P40ycRj12GKKcXg,rich-crab-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/pqHgMBEnKhmoj2GIszLcrQ/o.jpg,False,https://www.yelp.com/biz/rich-crab-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,185,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]",12132771626.0,(213) 277-1626,1553.149465,34.0691249,-118.3072344,4253 W 3rd St,,,Los Angeles,90020,US,CA,"['4253 W 3rd St', 'Los Angeles, CA 90020']"
Maccheroni Republic,4.5,$$,"['pickup', 'delivery']",gd6PYDx-leOM97a3MWoO1g,maccheroni-republic-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/zQyc9sFi34wqNturcqnePg/o.jpg,False,https://www.yelp.com/biz/maccheroni-republic-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,3980,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",12133469725.0,(213) 346-9725,6832.043062,34.05002828,-118.248528,332 S Broadway,,,Los Angeles,90013,US,CA,"['332 S Broadway', 'Los Angeles, CA 90013']"
hibi.,5.0,$$$$,"['pickup', 'delivery']",sSV61EagITx8Nnp2oa9-Mw,hibi-los-angeles-6,https://s3-media2.fl.yelpcdn.com/bphoto/7Ki0AypaoY7r3yNrEFQWTg/o.jpg,False,https://www.yelp.com/biz/hibi-los-angeles-6?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,84,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}]",12136747244.0,(213) 674-7244,1873.229294,34.052923,-118.30396,3121 W Olympic Blvd,Ste 103,,Los Angeles,90006,US,CA,"['3121 W Olympic Blvd', 'Ste 103', 'Los Angeles, CA 90006']"
Bestia,4.5,$$$,['delivery'],fEY0zHaDMfIW3-N__joDKQ,bestia-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/JBaCWyvVbHkiQYck3xw2nw/o.jpg,False,https://www.yelp.com/biz/bestia-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,7606,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",12135145724.0,(213) 514-5724,9039.186992,34.0336632,-118.2292446,2121 E 7th Pl,,,Los Angeles,90021,US,CA,"['2121 E 7th Pl', 'Los Angeles, CA 90021']"
La Pergoletta,4.5,$$,"['pickup', 'restaurant_reservation', 'delivery']",#NAME?,la-pergoletta-los-angeles-4,https://s3-media3.fl.yelpcdn.com/bphoto/G1XjeBOpUByZsPHFFiNFgQ/o.jpg,False,https://www.yelp.com/biz/la-pergoletta-los-angeles-4?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1341,"[{'alias': 'italian', 'title': 'Italian'}]",13236648259.0,(323) 664-8259,5654.398516,34.1037812,-118.2872479,1802 Hillhurst Ave,,,Los Angeles,90027,US,CA,"['1802 Hillhurst Ave', 'Los Angeles, CA 90027']"
Slurpin' Ramen Bar - Los Angeles,4.5,$$,"['pickup', 'delivery']",MlmcOkwaNnxl3Zuk6HsPCQ,slurpin-ramen-bar-los-angeles-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/axO_FH4VwDYcPQOuabFi6g/o.jpg,False,https://www.yelp.com/biz/slurpin-ramen-bar-los-angeles-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,5667,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",12133888607.0,(213) 388-8607,1425.869628,34.05736144,-118.3067697,3500 W 8th St,,,Los Angeles,90005,US,CA,"['3500 W 8th St', 'Los Angeles, CA 90005']"
Casa Madera - West Hollywood,4.0,$$$$,[],Tykto4okKk2seF86k28dww,casa-madera-west-hollywood-west-hollywood-2,https://s3-media1.fl.yelpcdn.com/bphoto/dEZlssXuFnu-teD8EnLnkQ/o.jpg,False,https://www.yelp.com/biz/casa-madera-west-hollywood-west-hollywood-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,268,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",13108780814.0,(310) 878-0814,6093.444851,34.09447,-118.37434,8440 Sunset Blvd,,,West Hollywood,90069,US,CA,"['8440 Sunset Blvd', 'West Hollywood, CA 90069']"
Bao Dim Sum House,4.0,$$,"['delivery', 'pickup']",kdTFcDSl9vAR-btEm1Q2uw,bao-dim-sum-house-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/Su6hAn4L13LnK_1aZ-dDqQ/o.jpg,False,https://www.yelp.com/biz/bao-dim-sum-house-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,3551,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",13236556556.0,(323) 655-6556,4738.489996,34.07577,-118.36982,8256 Beverly Blvd,,,Los Angeles,90048,US,CA,"['8256 Beverly Blvd', 'Los Angeles, CA 90048']"
La Pergoletta,4.5,$$,"['restaurant_reservation', 'delivery', 'pickup']",#NAME?,la-pergoletta-los-angeles-4,https://s3-media3.fl.yelpcdn.com/bphoto/G1XjeBOpUByZsPHFFiNFgQ/o.jpg,False,https://www.yelp.com/biz/la-pergoletta-los-angeles-4?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1341,"[{'alias': 'italian', 'title': 'Italian'}]",13236648259.0,(323) 664-8259,5654.398516,34.1037812,-118.2872479,1802 Hillhurst Ave,,,Los Angeles,90027,US,CA,"['1802 Hillhurst Ave', 'Los Angeles, CA 90027']"
Slurpin' Ramen Bar - Los Angeles,4.5,$$,"['delivery', 'pickup']",MlmcOkwaNnxl3Zuk6HsPCQ,slurpin-ramen-bar-los-angeles-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/axO_FH4VwDYcPQOuabFi6g/o.jpg,False,https://www.yelp.com/biz/slurpin-ramen-bar-los-angeles-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,5667,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",12133888607.0,(213) 388-8607,1425.869628,34.05736144,-118.3067697,3500 W 8th St,,,Los Angeles,90005,US,CA,"['3500 W 8th St', 'Los Angeles, CA 90005']"
Marugame Monzo,4.5,$$,"['delivery', 'pickup']",fxeuGYnoRWwm5aGDg1FRJA,marugame-monzo-los-angeles-5,https://s3-media1.fl.yelpcdn.com/bphoto/Ihjb7CQ5Zvzhsu3jRTPA4w/o.jpg,False,https://www.yelp.com/biz/marugame-monzo-los-angeles-5?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,4637,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",12133469762.0,(213) 346-9762,7602.361913,34.0499476,-118.2400446,329 E 1st St,,,Los Angeles,90012,US,CA,"['329 E 1st St', 'Los Angeles, CA 90012']"
